,driverId,raceId,round,circuitId,year,date,races_name,quali_position,grid,results_position,positionText,positionOrder,results_points,results_laps,statusId,status,fastestLap,rank,race_ms,results_fastestlaptime,fastestLapSpeed,dstnd_points,dstnd_position,wins,dob_formatted,nationality
7441,1,874.0,15.0,22.0,2012.0,2012-10-07,Japanese Grand Prix,9,9.0,5,5,5.0,10,53.0,1.0,Finished,45,11,5382732,01:37.8,213.842,152,4,3.0,1985,British
7515,1,886.0,7.0,7.0,2013.0,2013-06-09,Canadian Grand Prix,2,2.0,3,3,3.0,15,70.0,1.0,Finished,69,3,5545085,01:16.4,205.615,77,4,0.0,1985,British
7535,1,857.0,17.0,68.0,2011.0,2011-10-30,Indian Grand Prix,2,5.0,7,7,7.0,6,60.0,1.0,Finished,58,9,5519185,01:28.7,207.955,202,5,2.0,1985,British
7678,1,858.0,18.0,24.0,2011.0,2011-11-13,Abu Dhabi Grand Prix,2,2.0,1,1,1.0,25,55.0,1.0,Finished,51,3,5831886,01:43.5,193.255,227,5,3.0,1985,British
7816,1,898.0,18.0,69.0,2013.0,2013-11-17,United States Grand Prix,5,5.0,4,4,4.0,12,56.0,1.0,Finished,50,5,5984506,01:40.8,196.857,187,3,1.0,1985,British
7878,1,859.0,19.0,18.0,2011.0,2011-11-27,Brazilian Grand Prix,4,4.0,,R,22.0,0,46.0,6.0,Mechanical,35,11,,01:17.2,200.914,227,5,3.0,1985,British
8062,1,860.0,1.0,1.0,2012.0,2012-03-18,Australian Grand Prix,1,1.0,3,3,3.0,15,58.0,1.0,Finished,57,4,5653640,01:29.5,213.214,15,3,0.0,1985,British
8176,1,934.0,9.0,9.0,2015.0,2015-07-05,British Grand Prix,1,1.0,1,1,1.0,25,52.0,1.0,Finished,29,1,5487729,01:37.1,218.425,194,1,5.0,1985,British
8243,1,936.0,10.0,11.0,2015.0,2015-07-26,Hungarian Grand Prix,1,1.0,6,6,6.0,8,69.0,1.0,Finished,68,3,6422010,01:25.7,183.974,202,1,5.0,1985,British
8315,1,861.0,2.0,2.0,2012.0,2012-03-25,Malaysian Grand Prix,1,1.0,3,3,3.0,15,56.0,1.0,Finished,50,6,9906403,01:41.5,196.523,30,2,0.0,1985,British
8349,1,939.0,13.0,15.0,2015.0,2015-09-20,Singapore Grand Prix,5,5.0,,R,18.0,0,32.0,37.0,Mechanical,24,14,,01:52.5,162.072,252,1,7.0,1985,British
8392,1,940.0,14.0,22.0,2015.0,2015-09-27,Japanese Grand Prix,2,2.0,1,1,1.0,25,53.0,1.0,Finished,33,1,5286508,01:36.1,217.434,277,1,8.0,1985,British
8463,1,941.0,15.0,71.0,2015.0,2015-10-11,Russian Grand Prix,2,2.0,1,1,1.0,25,53.0,1.0,Finished,44,3,5831024,01:40.6,209.328,302,1,9.0,1985,British
8533,1,942.0,16.0,69.0,2015.0,2015-10-25,United States Grand Prix,2,2.0,1,1,1.0,25,56.0,1.0,Finished,48,2,6652703,01:40.7,197.014,327,1,10.0,1985,British
8546,1,862.0,3.0,17.0,2012.0,2012-04-15,Chinese Grand Prix,2,7.0,3,3,3.0,15,56.0,1.0,Finished,40,6,5812941,01:40.5,195.201,45,1,0.0,1985,British
8601,1,943.0,17.0,32.0,2015.0,2015-11-01,Mexican Grand Prix,2,2.0,2,2,2.0,18,71.0,1.0,Finished,67,2,6156992,01:20.7,191.945,345,1,10.0,1985,British
8692,1,944.0,18.0,18.0,2015.0,2015-11-15,Brazilian Grand Prix,2,2.0,2,2,2.0,18,71.0,1.0,Finished,51,1,5476846,01:14.8,207.296,363,1,10.0,1985,British
8786,1,945.0,19.0,24.0,2015.0,2015-11-29,Abu Dhabi Grand Prix,2,2.0,2,2,2.0,18,55.0,1.0,Finished,44,1,5918446,01:44.5,191.302,381,1,10.0,1985,British
8797,1,863.0,4.0,3.0,2012.0,2012-04-22,Bahrain Grand Prix,2,2.0,8,8,8.0,4,57.0,1.0,Finished,38,7,5769974,01:37.7,199.351,49,2,0.0,1985,British
8864,1,948.0,1.0,1.0,2016.0,2016-03-20,Australian Grand Prix,1,1.0,2,2,2.0,18,57.0,1.0,Finished,48,4,6503625,01:30.6,210.608,18,2,0.0,1985,British
8936,1,949.0,2.0,3.0,2016.0,2016-04-03,Bahrain Grand Prix,1,1.0,3,3,3.0,15,57.0,1.0,Finished,43,2,5644844,01:34.7,205.785,33,2,0.0,1985,British
9031,1,864.0,5.0,4.0,2012.0,2012-05-13,Spanish Grand Prix,1,24.0,8,8,8.0,4,66.0,1.0,Finished,50,18,6027285,01:28.9,188.465,53,3,0.0,1985,British
9162,1,957.0,10.0,9.0,2016.0,2016-07-10,British Grand Prix,1,1.0,1,1,1.0,25,52.0,1.0,Finished,45,3,5695831,01:35.8,221.44,167,2,4.0,1985,British
9222,1,865.0,6.0,6.0,2012.0,2012-05-27,Monaco Grand Prix,4,3.0,5,5,5.0,10,78.0,1.0,Finished,46,4,6370658,01:18.8,152.577,63,4,0.0,1985,British
9288,1,958.0,11.0,11.0,2016.0,2016-07-24,Hungarian Grand Prix,2,2.0,1,1,1.0,25,70.0,1.0,Finished,69,3,6030115,01:23.8,188.095,192,1,5.0,1985,British
9377,1,959.0,12.0,10.0,2016.0,2016-07-31,German Grand Prix,2,2.0,1,1,1.0,25,67.0,1.0,Finished,52,3,5444200,01:18.7,209.107,217,1,6.0,1985,British
9461,1,960.0,13.0,13.0,2016.0,2016-08-28,Belgian Grand Prix,21,21.0,3,3,3.0,15,44.0,1.0,Finished,40,1,6318692,01:51.6,225.969,232,1,6.0,1985,British
9472,1,866.0,7.0,7.0,2012.0,2012-06-10,Canadian Grand Prix,2,2.0,1,1,1.0,25,70.0,1.0,Finished,59,6,5549586,01:17.0,203.837,88,1,1.0,1985,British
9519,1,961.0,14.0,14.0,2016.0,2016-09-04,Italian Grand Prix,1,1.0,2,2,2.0,18,53.0,1.0,Finished,27,4,4663159,01:26.3,241.646,250,1,6.0,1985,British
9590,1,962.0,15.0,15.0,2016.0,2016-09-18,Singapore Grand Prix,3,3.0,3,3,3.0,15,61.0,1.0,Finished,52,3,6956988,01:47.8,169.221,265,2,6.0,1985,British
9666,1,963.0,16.0,2.0,2016.0,2016-10-02,Malaysian Grand Prix,1,1.0,,R,18.0,0,40.0,5.0,Mechanical,31,7,,01:38.6,202.391,265,2,6.0,1985,British
9718,1,964.0,17.0,22.0,2016.0,2016-10-09,Japanese Grand Prix,2,2.0,3,3,3.0,15,53.0,1.0,Finished,36,2,5209109,01:35.2,219.703,280,2,6.0,1985,British
9788,1,965.0,18.0,69.0,2016.0,2016-10-23,United States Grand Prix,1,1.0,1,1,1.0,25,56.0,1.0,Finished,45,4,5892618,01:42.4,193.842,305,2,7.0,1985,British
9858,1,966.0,19.0,32.0,2016.0,2016-10-30,Mexican Grand Prix,1,1.0,1,1,1.0,25,71.0,1.0,Finished,66,4,6031402,01:22.6,187.592,330,2,8.0,1985,British
9915,1,869.0,10.0,10.0,2012.0,2012-07-22,German Grand Prix,8,7.0,,R,24.0,0,56.0,29.0,Mechanical,34,19,,01:20.1,205.596,92,5,1.0,1985,British
9949,1,969.0,1.0,1.0,2017.0,2017-03-26,Australian Grand Prix,1,1.0,2,2,2.0,18,57.0,1.0,Finished,44,6,5061647,01:27.0,219.351,18,2,0.0,1985,British
10023,1,970.0,2.0,17.0,2017.0,2017-04-09,Chinese Grand Prix,1,1.0,1,1,1.0,25,56.0,1.0,Finished,44,1,5856158,01:35.4,205.745,43,2,1.0,1985,British
10093,1,971.0,3.0,3.0,2017.0,2017-04-16,Bahrain Grand Prix,2,2.0,2,2,2.0,18,57.0,1.0,Finished,46,1,5640034,01:32.8,209.952,61,2,1.0,1985,British
10169,1,972.0,4.0,71.0,2017.0,2017-04-30,Russian Grand Prix,4,4.0,4,4,4.0,12,52.0,1.0,Finished,18,6,5325063,01:38.4,213.955,73,2,1.0,1985,British
10234,1,994.0,6.0,6.0,2018.0,2018-05-27,Monaco Grand Prix,3,3.0,3,3,3.0,15,78.0,1.0,Finished,15,8,6191820,01:16.3,157.508,110,1,2.0,1985,British
10335,1,995.0,7.0,7.0,2018.0,2018-06-10,Canadian Grand Prix,4,4.0,5,5,5.0,10,68.0,1.0,Finished,66,6,5332936,01:14.2,211.633,120,2,2.0,1985,British
10341,1,873.0,14.0,15.0,2012.0,2012-09-23,Singapore Grand Prix,1,1.0,,R,24.0,0,22.0,6.0,Mechanical,14,19,,01:55.5,158.063,142,4,3.0,1985,British
10421,1,1000.0,12.0,11.0,2018.0,2018-07-29,Hungarian Grand Prix,1,1.0,1,1,1.0,25,70.0,1.0,Finished,63,4,5836427,01:21.1,194.454,213,1,5.0,1985,British
10436,1,875.0,16.0,35.0,2012.0,2012-10-14,Korean Grand Prix,3,3.0,10,10,10.0,1,55.0,1.0,Finished,49,9,5868343,01:42.7,196.785,153,4,3.0,1985,British
10511,1,1001.0,13.0,13.0,2018.0,2018-08-26,Belgian Grand Prix,1,1.0,2,2,2.0,18,44.0,1.0,Finished,23,3,5025537,01:46.7,236.264,231,1,5.0,1985,British
10567,1,1002.0,14.0,14.0,2018.0,2018-09-02,Italian Grand Prix,3,3.0,1,1,1.0,25,53.0,1.0,Finished,30,1,4614484,01:22.5,252.794,256,1,6.0,1985,British
10634,1,1003.0,15.0,15.0,2018.0,2018-09-16,Singapore Grand Prix,1,1.0,1,1,1.0,25,61.0,1.0,Finished,56,2,6671611,01:42.9,177.108,281,1,7.0,1985,British
10681,1,877.0,18.0,24.0,2012.0,2012-11-04,Abu Dhabi Grand Prix,1,1.0,,R,21.0,0,19.0,10.0,Mechanical,19,16,,01:47.3,186.4,165,5,3.0,1985,British
10713,1,1004.0,16.0,71.0,2018.0,2018-09-30,Russian Grand Prix,2,2.0,1,1,1.0,25,53.0,1.0,Finished,50,2,5245181,01:35.9,219.492,306,1,8.0,1985,British
10717,1,1005.0,17.0,22.0,2018.0,2018-10-07,Japanese Grand Prix,1,1.0,1,1,1.0,25,53.0,1.0,Finished,51,2,5237062,01:32.8,225.307,331,1,9.0,1985,British
10777,1,1008.0,20.0,18.0,2018.0,2018-11-11,Brazilian Grand Prix,1,1.0,1,1,1.0,25,71.0,1.0,Finished,70,7,5229066,01:11.8,216.065,383,1,10.0,1985,British
10787,1,879.0,20.0,18.0,2012.0,2012-11-25,Brazilian Grand Prix,1,1.0,,R,20.0,0,54.0,4.0,Accident,38,1,,01:18.1,198.701,190,4,4.0,1985,British
10827,1,1010.0,1.0,1.0,2019.0,2019-03-17,Australian Grand Prix,1,1.0,2,2,2.0,18,58.0,1.0,Finished,57,2,5148211,01:26.1,221.839,18,2,0.0,1985,British
10885,1,1012.0,3.0,17.0,2019.0,2019-04-14,Chinese Grand Prix,2,2.0,1,1,1.0,25,56.0,1.0,Finished,47,5,5526350,01:35.9,204.642,68,1,2.0,1985,British
10941,1,1013.0,4.0,73.0,2019.0,2019-04-28,Azerbaijan Grand Prix,2,2.0,2,2,2.0,18,51.0,1.0,Finished,48,3,5514466,01:44.2,207.465,86,2,2.0,1985,British
10992,1,1038.0,8.0,14.0,2020.0,2020-09-06,Italian Grand Prix,1,1.0,7,7,7.0,7,53.0,1.0,Finished,34,1,6443301,01:22.7,252.033,164,1,5.0,1985,British
11045,1,1041.0,11.0,20.0,2020.0,2020-10-11,Eifel Grand Prix,2,2.0,1,1,1.0,25,60.0,1.0,Finished,58,2,5749641,01:28.1,210.253,230,1,7.0,1985,British
11105,1,1043.0,13.0,21.0,2020.0,2020-11-01,Emilia Romagna Grand Prix,2,2.0,1,1,1.0,26,63.0,1.0,Finished,63,1,5312430,01:15.5,234.121,282,1,9.0,1985,British
11168,1,1045.0,15.0,3.0,2020.0,2020-11-29,Bahrain Grand Prix,1,1.0,1,1,1.0,25,57.0,1.0,Finished,38,3,10787515,01:32.9,209.803,332,1,11.0,1985,British
11182,1,1052.0,1.0,3.0,2021.0,2021-03-28,Bahrain Grand Prix,2,2.0,1,1,1.0,25,56.0,1.0,Finished,44,4,5523897,01:34.0,207.235,25,1,1.0,1985,British
11208,1,956.0,9.0,70.0,2016.0,2016-07-03,Austrian Grand Prix,1,1.0,1,1,1.0,25,71.0,1.0,Finished,67,1,5258107,01:08.4,227.647,142,2,3.0,1985,British
11279,1,967.0,20.0,18.0,2016.0,2016-11-13,Brazilian Grand Prix,1,1.0,1,1,1.0,25,71.0,1.0,Finished,44,3,10861335,01:25.6,181.137,355,2,9.0,1985,British
11350,1,968.0,21.0,24.0,2016.0,2016-11-27,Abu Dhabi Grand Prix,1,1.0,1,1,1.0,25,55.0,1.0,Finished,37,5,5884013,01:45.1,190.174,380,2,10.0,1985,British
11405,1,973.0,5.0,4.0,2017.0,2017-05-14,Spanish Grand Prix,1,1.0,1,1,1.0,25,66.0,1.0,Finished,64,1,5756497,01:23.6,200.471,98,2,2.0,1985,British
11471,1,974.0,6.0,6.0,2017.0,2017-05-28,Monaco Grand Prix,14,13.0,7,7,7.0,6,78.0,1.0,Finished,54,5,6300141,01:15.8,158.433,104,2,2.0,1985,British
11549,1,975.0,7.0,7.0,2017.0,2017-06-11,Canadian Grand Prix,1,1.0,1,1,1.0,25,70.0,1.0,Finished,64,1,5585154,01:14.6,210.588,129,2,3.0,1985,British
11619,1,976.0,8.0,73.0,2017.0,2017-06-25,Azerbaijan Grand Prix,1,1.0,5,5,5.0,10,51.0,1.0,Finished,46,2,7441761,01:43.5,208.862,139,2,3.0,1985,British
11670,1,977.0,9.0,70.0,2017.0,2017-07-09,Austrian Grand Prix,3,8.0,4,4,4.0,12,71.0,1.0,Finished,69,1,4915953,01:07.4,230.597,151,2,3.0,1985,British
11741,1,978.0,10.0,9.0,2017.0,2017-07-16,British Grand Prix,1,1.0,1,1,1.0,25,51.0,1.0,Finished,48,1,4887430,01:30.6,234.025,176,2,4.0,1985,British
11792,1,979.0,11.0,11.0,2017.0,2017-07-30,Hungarian Grand Prix,4,4.0,4,4,4.0,12,70.0,1.0,Finished,66,5,5999598,01:20.8,195.149,188,2,4.0,1985,British
11862,1,980.0,12.0,13.0,2017.0,2017-08-27,Belgian Grand Prix,1,1.0,1,1,1.0,25,44.0,1.0,Finished,35,2,5082820,01:46.6,236.526,213,2,5.0,1985,British
11908,1,981.0,13.0,14.0,2017.0,2017-09-03,Italian Grand Prix,1,1.0,1,1,1.0,25,53.0,1.0,Finished,50,2,4532312,01:23.5,249.793,238,1,6.0,1985,British
11973,1,982.0,14.0,15.0,2017.0,2017-09-17,Singapore Grand Prix,5,5.0,1,1,1.0,25,58.0,1.0,Finished,55,1,7403544,01:45.0,173.643,263,1,7.0,1985,British
12050,1,983.0,15.0,2.0,2017.0,2017-10-01,Malaysian Grand Prix,1,1.0,2,2,2.0,18,56.0,1.0,Finished,48,3,5414060,01:34.5,211.269,281,1,7.0,1985,British
12119,1,984.0,16.0,22.0,2017.0,2017-10-08,Japanese Grand Prix,1,1.0,1,1,1.0,25,53.0,1.0,Finished,43,6,5251194,01:33.8,222.917,306,1,8.0,1985,British
12199,1,985.0,17.0,69.0,2017.0,2017-10-22,United States Grand Prix,1,1.0,1,1,1.0,25,56.0,1.0,Finished,48,5,5630991,01:38.8,200.927,331,1,9.0,1985,British
12266,1,986.0,18.0,32.0,2017.0,2017-10-29,Mexican Grand Prix,3,3.0,9,9,9.0,2,70.0,11.0,+1 Lap,69,5,,01:19.9,193.813,333,1,9.0,1985,British
12345,1,996.0,8.0,34.0,2018.0,2018-06-24,French Grand Prix,1,1.0,1,1,1.0,25,53.0,1.0,Finished,49,5,5411385,01:34.5,222.531,145,1,3.0,1985,British
12347,1,987.0,19.0,18.0,2017.0,2017-11-12,Brazilian Grand Prix,20,20.0,4,4,4.0,12,71.0,1.0,Finished,63,2,5491730,01:11.8,215.914,345,1,9.0,1985,British
12434,1,988.0,20.0,24.0,2017.0,2017-11-26,Abu Dhabi Grand Prix,2,2.0,2,2,2.0,18,55.0,1.0,Finished,51,3,5657961,01:41.5,197.041,363,1,9.0,1985,British
12501,1,989.0,1.0,1.0,2018.0,2018-03-25,Australian Grand Prix,1,1.0,2,2,2.0,18,58.0,1.0,Finished,50,3,5378319,01:26.4,220.845,18,2,0.0,1985,British
12578,1,990.0,2.0,3.0,2018.0,2018-04-08,Bahrain Grand Prix,4,9.0,3,3,3.0,15,57.0,1.0,Finished,51,2,5528452,01:34.0,207.371,33,2,0.0,1985,British
12609,1,997.0,9.0,70.0,2018.0,2018-07-01,Austrian Grand Prix,2,2.0,,R,16.0,0,62.0,32.0,Mechanical,58,3,,01:07.2,231.18,145,2,3.0,1985,British
12649,1,991.0,3.0,17.0,2018.0,2018-04-15,Chinese Grand Prix,4,4.0,4,4,4.0,12,56.0,1.0,Finished,20,4,5753365,01:36.9,202.559,45,2,0.0,1985,British
12706,1,992.0,4.0,73.0,2018.0,2018-04-29,Azerbaijan Grand Prix,2,2.0,1,1,1.0,25,51.0,1.0,Finished,35,2,6224291,01:45.4,205.012,70,1,1.0,1985,British
12757,1,993.0,5.0,4.0,2018.0,2018-05-13,Spanish Grand Prix,1,1.0,1,1,1.0,25,66.0,1.0,Finished,64,3,5729972,01:19.1,211.77,95,1,2.0,1985,British
12874,1,1006.0,18.0,69.0,2018.0,2018-10-21,United States Grand Prix,1,1.0,3,3,3.0,15,56.0,1.0,Finished,40,1,5660985,01:37.4,203.782,346,1,9.0,1985,British
12930,1,1007.0,19.0,32.0,2018.0,2018-10-28,Mexican Grand Prix,3,3.0,4,4,4.0,12,71.0,1.0,Finished,49,8,5987589,01:20.7,191.933,358,1,9.0,1985,British
13030,1,1009.0,21.0,24.0,2018.0,2018-11-25,Abu Dhabi Grand Prix,1,1.0,1,1,1.0,25,55.0,1.0,Finished,53,5,5980382,01:41.4,197.267,408,1,11.0,1985,British
13085,1,1011.0,2.0,3.0,2019.0,2019-03-31,Bahrain Grand Prix,3,3.0,1,1,1.0,25,57.0,1.0,Finished,36,2,5661295,01:33.5,208.314,43,2,1.0,1985,British
13142,1,1014.0,5.0,4.0,2019.0,2019-05-12,Spanish Grand Prix,2,2.0,1,1,1.0,26,66.0,1.0,Finished,54,1,5750443,01:18.5,213.499,112,1,3.0,1985,British
13208,1,1015.0,6.0,6.0,2019.0,2019-05-26,Monaco Grand Prix,1,1.0,1,1,1.0,25,78.0,1.0,Finished,9,6,6208437,01:16.2,157.721,137,1,4.0,1985,British
13286,1,1016.0,7.0,7.0,2019.0,2019-06-09,Canadian Grand Prix,2,2.0,1,1,1.0,25,70.0,1.0,Finished,62,4,5347084,01:14.8,209.851,162,1,5.0,1985,British
13356,1,1053.0,2.0,21.0,2021.0,2021-04-18,Emilia Romagna Grand Prix,1,1.0,2,2,2.0,19,63.0,1.0,Finished,60,1,7376598,01:16.7,230.403,44,1,1.0,1985,British
13374,1,1054.0,3.0,75.0,2021.0,2021-05-02,Portuguese Grand Prix,2,2.0,1,1,1.0,25,66.0,1.0,Finished,47,4,5671421,01:20.9,206.971,69,1,2.0,1985,British
13423,1,1055.0,4.0,4.0,2021.0,2021-05-09,Spanish Grand Prix,1,1.0,1,1,1.0,25,66.0,1.0,Finished,54,5,5587680,01:20.7,208.64,94,1,3.0,1985,British
13460,1,1056.0,5.0,6.0,2021.0,2021-05-23,Monaco Grand Prix,7,7.0,7,7,7.0,7,78.0,1.0,Finished,69,1,6005051,01:12.9,164.769,101,2,3.0,1985,British
13538,1,1057.0,6.0,73.0,2021.0,2021-06-06,Azerbaijan Grand Prix,2,2.0,15,15,15.0,0,51.0,1.0,Finished,43,3,8034078,01:44.8,206.27,101,2,3.0,1985,British
13587,1,1078.0,5.0,79.0,2022.0,2022-05-08,Miami Grand Prix,6,6.0,6,6,6.0,8,57.0,1.0,Finished,55,7,5685626,01:32.9,209.629,36,6,0.0,1985,British
13644,1,1089.0,16.0,14.0,2022.0,2022-09-11,Italian Grand Prix,5,19.0,5,5,5.0,10,53.0,1.0,Finished,43,3,4832891,01:24.4,246.995,168,6,0.0,1985,British
13740,1,1017.0,8.0,34.0,2019.0,2019-06-23,French Grand Prix,1,1.0,1,1,1.0,25,53.0,1.0,Finished,53,2,5071198,01:32.8,226.717,187,1,6.0,1985,British
13793,1,1018.0,9.0,70.0,2019.0,2019-06-30,Austrian Grand Prix,2,4.0,5,5,5.0,10,71.0,1.0,Finished,69,5,4944627,01:08.0,228.432,197,1,6.0,1985,British
13834,1,1021.0,12.0,11.0,2019.0,2019-08-04,Hungarian Grand Prix,3,3.0,1,1,1.0,25,70.0,1.0,Finished,60,2,5703796,01:18.5,200.84,250,1,8.0,1985,British
13876,1,1023.0,14.0,14.0,2019.0,2019-09-08,Italian Grand Prix,2,2.0,3,3,3.0,16,53.0,1.0,Finished,51,1,4561864,01:21.8,255.014,284,1,8.0,1985,British
13929,1,1024.0,15.0,15.0,2019.0,2019-09-22,Singapore Grand Prix,2,2.0,4,4,4.0,12,61.0,1.0,Finished,58,7,7118275,01:44.9,173.73,296,1,8.0,1985,British
13995,1,1025.0,16.0,71.0,2019.0,2019-09-29,Russian Grand Prix,2,2.0,1,1,1.0,26,53.0,1.0,Finished,51,1,5618992,01:35.8,219.847,322,1,9.0,1985,British
14063,1,1027.0,18.0,32.0,2019.0,2019-10-27,Mexican Grand Prix,4,3.0,1,1,1.0,25,71.0,1.0,Finished,66,4,5808904,01:19.5,194.993,363,1,10.0,1985,British
14155,1,1029.0,20.0,18.0,2019.0,2019-11-17,Brazilian Grand Prix,3,3.0,7,7,7.0,6,71.0,1.0,Finished,46,3,5605817,01:11.1,218.232,387,1,10.0,1985,British
14185,1,998.0,10.0,9.0,2018.0,2018-07-08,British Grand Prix,1,1.0,2,2,2.0,18,52.0,1.0,Finished,52,3,5252048,01:31.2,232.424,163,2,3.0,1985,British
14191,1,1030.0,21.0,24.0,2019.0,2019-12-01,Abu Dhabi Grand Prix,1,1.0,1,1,1.0,26,55.0,1.0,Finished,53,1,5645715,01:39.3,201.387,413,1,11.0,1985,British
14243,1,1031.0,1.0,70.0,2020.0,2020-07-05,Austrian Grand Prix,2,5.0,4,4,4.0,12,71.0,1.0,Finished,67,3,5461428,01:07.7,229.572,12,4,0.0,1985,British
14247,1,1032.0,2.0,70.0,2020.0,2020-07-12,Styrian Grand Prix,1,1.0,1,1,1.0,25,71.0,1.0,Finished,68,3,4970683,01:06.7,232.989,37,2,1.0,1985,British
14283,1,1033.0,3.0,11.0,2020.0,2020-07-19,Hungarian Grand Prix,1,1.0,1,1,1.0,26,70.0,1.0,Finished,70,1,5772473,01:16.6,205.823,63,1,2.0,1985,British
14350,1,1037.0,7.0,13.0,2020.0,2020-08-30,Belgian Grand Prix,1,1.0,1,1,1.0,25,44.0,1.0,Finished,28,2,5048761,01:47.8,233.99,157,1,5.0,1985,British
14408,1,1039.0,9.0,76.0,2020.0,2020-09-13,Tuscan Grand Prix,1,1.0,1,1,1.0,26,59.0,1.0,Finished,58,1,8375060,01:18.8,239.518,190,1,6.0,1985,British
14420,1,999.0,11.0,10.0,2018.0,2018-07-22,German Grand Prix,14,14.0,1,1,1.0,25,67.0,1.0,Finished,66,1,5549845,01:15.5,217.968,188,1,4.0,1985,British
14481,1,1040.0,10.0,71.0,2020.0,2020-09-27,Russian Grand Prix,1,1.0,3,3,3.0,15,53.0,1.0,Finished,48,7,5663093,01:38.1,214.66,205,1,6.0,1985,British
14543,1,1042.0,12.0,75.0,2020.0,2020-10-25,Portuguese Grand Prix,1,1.0,1,1,1.0,26,66.0,1.0,Finished,63,1,5396828,01:18.7,212.708,256,1,8.0,1985,British
14618,1,1044.0,14.0,5.0,2020.0,2020-11-15,Turkish Grand Prix,6,6.0,1,1,1.0,25,58.0,1.0,Finished,56,6,6139313,01:39.4,193.302,307,1,10.0,1985,British
14719,1,1047.0,17.0,24.0,2020.0,2020-12-13,Abu Dhabi Grand Prix,3,3.0,3,3,3.0,15,55.0,1.0,Finished,37,5,5807060,01:41.4,197.144,347,1,11.0,1985,British
14774,1,1051.0,20.0,78.0,2021.0,2021-11-21,Qatar Grand Prix,1,1.0,1,1,1.0,25,57.0,1.0,Finished,50,2,5068471,01:25.1,227.633,343.5,2,7.0,1985,British
14889,1,1059.0,7.0,34.0,2021.0,2021-06-20,French Grand Prix,2,2.0,2,2,2.0,18,53.0,1.0,Finished,44,5,5248674,01:37.4,215.903,119,2,3.0,1985,British
14942,1,1060.0,9.0,70.0,2021.0,2021-07-04,Austrian Grand Prix,4,4.0,4,4,4.0,12,71.0,1.0,Finished,55,3,5080995,01:08.1,228.177,150,2,3.0,1985,British
14964,1,1091.0,17.0,15.0,2022.0,2022-10-02,Singapore Grand Prix,3,3.0,9,9,9.0,2,59.0,1.0,Finished,58,10,7401753,01:50.6,164.766,170,6,0.0,1985,British
15023,1,1092.0,18.0,22.0,2022.0,2022-10-09,Japanese Grand Prix,6,6.0,5,5,5.0,10,28.0,1.0,Finished,11,7,10944330,01:45.5,198.097,180,6,0.0,1985,British
15051,1,1093.0,19.0,69.0,2022.0,2022-10-23,United States Grand Prix,5,3.0,2,2,2.0,18,56.0,1.0,Finished,45,5,6136710,01:39.8,198.805,198,6,0.0,1985,British
15107,1,1094.0,20.0,32.0,2022.0,2022-10-30,Mexico City Grand Prix,3,3.0,2,2,2.0,18,71.0,1.0,Finished,32,5,5931915,01:22.1,188.813,216,5,0.0,1985,British
15178,1,1095.0,21.0,18.0,2022.0,2022-11-13,Brazilian Grand Prix,8,2.0,2,2,2.0,18,71.0,1.0,Finished,63,2,5915573,01:13.9,209.791,240,5,0.0,1985,British
15249,1,1096.0,22.0,24.0,2022.0,2022-11-20,Abu Dhabi Grand Prix,5,5.0,18,18,18.0,0,55.0,6.0,Mechanical,42,11,,01:29.8,211.738,240,6,0.0,1985,British
15304,2,11.0,11.0,12.0,2009.0,2009-08-23,European Grand Prix,11,11.0,11,11,11.0,0,57.0,1.0,Finished,53,13,5800111,01:39.7,195.663,6,13,0.0,1977,German
15361,2,12.0,12.0,13.0,2009.0,2009-08-30,Belgian Grand Prix,3,3.0,5,5,5.0,4,44.0,1.0,Finished,35,2,5042271,01:47.4,234.834,10,13,0.0,1977,German
15405,2,15.0,15.0,22.0,2009.0,2009-10-04,Japanese Grand Prix,6,4.0,6,6,6.0,3,53.0,1.0,Finished,13,10,5309952,01:33.6,223.346,15,13,0.0,1977,German
15411,2,18.0,1.0,1.0,2008.0,2008-03-16,Australian Grand Prix,5,5.0,2,2,2.0,8,58.0,1.0,Finished,41,3,5696094,01:27.7,217.586,8,2,0.0,1977,German
15469,2,19.0,2.0,2.0,2008.0,2008-03-23,Malaysian Grand Prix,7,5.0,6,6,6.0,3,56.0,1.0,Finished,55,1,5528388,01:35.4,209.244,11,3,0.0,1977,German
15525,2,36.0,1.0,1.0,2007.0,2007-03-18,Australian Grand Prix,3,3.0,4,4,4.0,5,58.0,1.0,Finished,37,6,5167533,01:26.7,220.137,5,4,0.0,1977,German
15583,2,39.0,4.0,4.0,2007.0,2007-05-13,Spanish Grand Prix,7,7.0,,R,15.0,0,46.0,6.0,Mechanical,22,7,,01:23.5,200.735,15,5,0.0,1977,German
15638,2,40.0,5.0,6.0,2007.0,2007-05-27,Monaco Grand Prix,7,7.0,6,6,6.0,3,77.0,11.0,+1 Lap,30,12,,01:17.0,156.072,18,5,0.0,1977,German
15707,2,41.0,6.0,7.0,2007.0,2007-06-10,Canadian Grand Prix,3,3.0,2,2,2.0,8,70.0,1.0,Finished,19,3,6255635,01:16.7,204.699,26,5,0.0,1977,German
15796,2,42.0,7.0,19.0,2007.0,2007-06-17,United States Grand Prix,5,5.0,,R,18.0,0,56.0,7.0,Mechanical,20,5,,01:13.4,205.562,26,5,0.0,1977,German
